1,2,3,4
0.474769266,0.354565828,0.827586709,1.195794551
0.607928381,0.257368964,1.109613638,0.932803596
0.556966099,0.377868925,1.074233369,0.891577139
0.544047728,0.370894274,1.069703616,0.913036771
0.544967448,0.343840785,1.102741545,0.905402624
0.539622872,0.346732032,1.096590638,0.912882162
0.535047172,0.357939142,1.105106373,0.895328804
0.535631695,0.369996985,1.086018184,0.899999137
0.537318254,0.367784285,1.096056682,0.888142887
0.535697878,0.37972353,1.083607109,0.888447969
0.539731682,0.386023325,1.082683139,0.878943897
0.545215085,0.386748439,1.08063109,0.871926606
0.545934136,0.377094187,1.079303537,0.881293245
0.550015022,0.377677551,1.073621778,0.88134591
0.560559171,0.362443235,1.079366319,0.879557753
0.565476972,0.354096227,1.076554398,0.885014728
0.571752817,0.352589067,1.075538322,0.881616002
0.578862792,0.35696715,1.062734588,0.881079577
0.586092405,0.355703695,1.061118024,0.875768984
0.590714247,0.365608579,1.05266295,0.86896302
0.593333462,0.361289387,1.042579086,0.88113285
0.596018359,0.351844765,1.049094408,0.880047777
0.594245376,0.374251407,1.029763031,0.877966745
0.596837061,0.377544883,1.033049979,0.867866624
0.597046149,0.37501217,1.022671505,0.879994709
0.594555982,0.378137493,1.028946447,0.872975299
0.595704713,0.378716867,1.018040933,0.881002098
0.598462316,0.370334118,1.034874369,0.866250662
0.601868305,0.358159321,1.040565071,0.866694022
0.602287021,0.349269781,1.033537707,0.879677523
0.600017361,0.362816742,1.033749094,0.868254966
0.598819921,0.358706661,1.029983165,0.875117255
0.598363554,0.356373095,1.032867125,0.874490409
0.59783087,0.360602881,1.026737355,0.876404648
0.5956045,0.354121621,1.032753727,0.878117472
0.597850639,0.35752754,1.030706096,0.873176433
0.597019875,0.362705508,1.031512094,0.868404055
0.605836458,0.358830832,1.032967166,0.861711717
0.606679247,0.354219757,1.031043197,0.865666275
0.607017729,0.346268369,1.042914407,0.861639221
0.608116901,0.360618705,1.039732841,0.848484888
0.608668052,0.370735072,1.031827841,0.845608498
0.607620396,0.370625031,1.032940099,0.843782832
0.605231834,0.357925982,1.046262509,0.846647516
0.604381231,0.361905282,1.037440582,0.853385572
0.601236788,0.371467721,1.029941737,0.853206828
0.600102474,0.361520429,1.034413161,0.859344308
0.60000081,0.374526254,1.022429789,0.857470817
0.596760444,0.37578211,1.023227664,0.8594614
0.597312956,0.379872515,1.021990071,0.853822055
0.594586148,0.376051308,1.019881453,0.861848078
0.596408673,0.371417556,1.03033994,0.854021632
0.593563274,0.372561878,1.01546155,0.869904493
0.596070037,0.375718807,1.007510974,0.872737786
0.596086648,0.365101622,1.02328663,0.868026959
0.600008947,0.370624303,1.015187228,0.865411003
0.60202216,0.355256481,1.025189902,0.869349733
0.60332009,0.358395487,1.029608285,0.861009804
0.60296805,0.365849977,1.022489783,0.860807945
0.601715866,0.363660216,1.021624142,0.865368384
0.59460727,0.37002367,1.017087527,0.870539651
0.589248107,0.364209238,1.015516658,0.882639937
0.58533912,0.382548951,1.008308838,0.876089347
0.583987418,0.385128623,1.001663306,0.881583093
0.578591028,0.391870421,0.998993718,0.883565615
0.60881667,0.288398302,1.024540607,0.935342359
0.538653633,0.337347945,0.993973597,0.989835149
0.527179172,0.423933511,0.918091696,0.99014037
0.502763684,0.48412927,0.850004979,1.024212673
0.50070754,0.408143074,0.954046857,1.000838814
0.494186755,0.400527026,0.985159009,0.985778335
0.501342071,0.381263698,1.006532672,0.977197828
0.499536323,0.386840036,1.006967195,0.973637931
0.501587311,0.388752195,1.014405535,0.962047061
0.505262267,0.383280356,1.015399263,0.962717309
0.514430997,0.39493927,1.005110753,0.951939976
0.510399131,0.394492431,1.007790565,0.954957913
0.502706462,0.409772399,0.98801828,0.967019858
0.502358892,0.41370107,0.990273003,0.960530855
0.493107251,0.406795172,0.998403756,0.968563921
0.492055256,0.404570992,0.997340881,0.972121256
0.485862578,0.417969138,0.982966417,0.980333548
0.491376449,0.414626479,0.989617991,0.970720181
0.491005112,0.428529028,0.980174097,0.965669069
0.489902028,0.424591526,0.968003403,0.982401881
0.494591344,0.435369562,0.967048439,0.968131508
0.500766283,0.43642934,0.975557983,0.952280771
0.504304593,0.440381087,0.961082928,0.958603459
0.507354199,0.428689594,0.977603442,0.950322625
0.51521152,0.427945145,0.981068516,0.93929965
0.518531028,0.419441068,0.980209449,0.944477218
0.52435186,0.425419589,0.981659897,0.93156917
0.529336106,0.43553288,0.975793307,0.922285413
0.529535827,0.425381666,0.980616952,0.926588948
0.53451277,0.421814073,0.978375752,0.92739184
0.527013835,0.411185307,0.982000006,0.941570068
0.530387351,0.440508495,0.963093986,0.92943149
0.532244884,0.439555745,0.971355237,0.920896578
0.538542054,0.345814895,1.000569482,0.982559984
0.543256599,0.295860787,0.997022048,1.032113641
0.505016738,0.332832814,1.026287172,1.006063787
0.473363433,0.247284794,1.011622098,1.146068984
0.430212209,0.406780504,0.97059817,1.070354683
0.433255741,0.366225511,1.022248097,1.058132925
0.436431217,0.36780247,1.035017471,1.04039858
0.435590537,0.378857157,1.045652286,1.019984796
0.439808276,0.399637858,1.037754523,1.00377132
0.432456518,0.401104731,1.050308481,0.999023356
0.431683833,0.416926041,1.023911835,1.011287188
0.433503414,0.41141121,1.028700125,1.010995954
0.436298313,0.424728505,1.023831773,0.998470076
0.441382429,0.401232753,1.035796329,1.002743443
0.441005908,0.423622577,1.014315318,1.001772001
0.452564224,0.410896521,1.00187025,1.01363876
0.455184117,0.410753079,1.018898697,0.994121017
0.45696863,0.412174435,1.013915689,0.994566519
0.460695501,0.417979621,1.015472772,0.983157854
0.46111629,0.440421503,0.988777286,0.98625611
0.457314017,0.441596721,0.98685047,0.98803054
0.455675141,0.459974219,0.961886434,0.995964401
0.458298605,0.462903758,0.956846286,0.99341466
0.462324783,0.455399967,0.971214757,0.982884633
0.467828157,0.460019521,0.959439172,0.983256224
0.468399839,0.449949647,0.964945919,0.987564167
0.479181182,0.464760198,0.939200842,0.986704035
0.486482614,0.441392087,0.963580778,0.978507871
0.490586045,0.443330325,0.948018086,0.986679941
0.492523163,0.428111198,0.966595088,0.980234331
0.482916216,0.398021489,0.972304623,1.013678686
0.487637086,0.393393241,0.983792556,1.00246575
0.487181263,0.403959272,0.961015119,1.015415588
0.484064206,0.453839164,0.936951312,0.997376391
0.475451006,0.475908974,0.922138118,0.999069161
0.46908577,0.449645605,0.931756559,1.018922581
0.46862957,0.453235273,0.946688203,1.001946932
0.47616249,0.448408113,0.947849591,0.997947648
0.475682251,0.443499258,0.95150289,1.000506133
0.483961555,0.450589728,0.944392647,0.991296486
0.482686499,0.453215888,0.94985415,0.985099037
0.482673894,0.457414887,0.954640538,0.974550841
0.471087298,0.415404529,0.99992296,0.982440166
0.487756829,0.387375972,0.986972435,1.00318682
0.480203207,0.399846667,0.991074071,0.995152962
0.478525601,0.405690354,0.988344357,0.993811697
0.498952709,0.469877038,0.966574285,0.934938455
0.496949977,0.46929956,0.971664672,0.934795857
0.49774804,0.465557654,0.973333,0.933659426
0.496217423,0.45109666,0.978602768,0.945453424
0.504634576,0.443674549,0.972607686,0.949034035
0.499410318,0.445089724,0.972107343,0.954186952
0.509417912,0.451263794,0.963911984,0.945423489
0.503826365,0.448160938,0.970242089,0.948706535
0.50893866,0.463313141,0.955915881,0.943129561
0.507732544,0.453238562,0.961548054,0.948360689
0.508927641,0.468392963,0.954689509,0.937527044
0.505794686,0.457284346,0.962450023,0.943457382
0.514450307,0.455670331,0.954081393,0.943390954
0.513382664,0.441062461,0.976609499,0.936080507
0.517782061,0.431176929,0.980263652,0.93805889
0.518717732,0.439048138,0.970452436,0.939492523
0.54292864,0.362336289,1.00970999,0.956313371
0.525484681,0.238163963,1.088088796,1.026270577
0.468637023,0.518600595,0.862624509,1.025950984
0.436205103,0.477684234,0.983029723,0.987433806
0.426175626,0.428677723,1.036014788,0.995432804
0.415278554,0.414746512,1.040374715,1.014418835
0.4059526,0.396165558,1.056691245,1.027148544
0.40567609,0.393904811,1.059795653,1.027581323
0.402831463,0.410627194,1.065266004,1.008741235
0.413579499,0.398319897,1.05199978,1.022235801
0.417052797,0.425986969,1.030457179,1.012021485
0.425245625,0.433290479,1.039207119,0.988565396
0.427365026,0.429493079,1.042689884,0.986719904
0.439309113,0.428664005,1.03846768,0.978692822
0.440803749,0.437953743,1.020762783,0.984735707
0.448236682,0.446398172,1.031339802,0.957002841
0.454307527,0.450048167,1.018903958,0.958480519
0.462657361,0.455262017,1.020098299,0.942786568
0.467279784,0.453182201,1.014415622,0.943058483
0.473264223,0.472629236,1.006291696,0.92511781
0.474432505,0.470501509,1.001038357,0.930101618
0.474369581,0.480421316,0.987113638,0.932360067
0.478109356,0.492509734,0.982644976,0.920109011
0.483982514,0.487329602,0.978223332,0.922720296
0.486929732,0.489081035,0.979182072,0.916155349
0.491011679,0.504025121,0.970958781,0.903963817
0.492010744,0.534974608,0.952389744,0.89307227
0.48802681,0.604977443,0.912439202,0.869980378
0.497839547,0.55994729,0.953654461,0.86405045
0.484865703,0.526886814,0.967709671,0.893982428
0.479070291,0.517275032,0.95992436,0.917593582
0.478127718,0.495069481,0.974045081,0.926595201
0.477376585,0.498080694,0.973590883,0.925189678
0.485699127,0.490645704,0.972775895,0.923611813
0.489151841,0.518655761,0.965332748,0.900980242
0.488499829,0.517881453,0.958857562,0.908366324
0.478175055,0.513622301,0.952839683,0.929465762
0.484861706,0.501425333,0.956840791,0.929028492
0.477982339,0.509423781,0.955450966,0.929993473
0.485513669,0.5147212,0.940299345,0.929901548
0.487406704,0.522747998,0.938063452,0.922113917
0.485541299,0.518546752,0.942086236,0.923785912
0.490446013,0.517554696,0.937994527,0.922943163
0.494211936,0.521611926,0.938447523,0.912648947
0.497144717,0.53011336,0.932718412,0.906358298
0.502227226,0.528234626,0.933544956,0.901752235
0.504057979,0.530270853,0.938012014,0.893030644
0.510787823,0.523770302,0.936564134,0.892862643
0.513703456,0.522096274,0.942467813,0.884990958
0.517122738,0.522872784,0.946926831,0.875685555
0.525508811,0.520192199,0.942313609,0.874911408
0.526962144,0.520614998,0.939213584,0.877192238
0.529227347,0.522909446,0.928081864,0.882309022
0.532563731,0.516635874,0.921939922,0.89043995
0.535122729,0.524062706,0.928890332,0.873981809
0.531564244,0.519005891,0.924150095,0.886576799
0.531231356,0.524596405,0.916816371,0.888463811
0.529681412,0.565200128,0.890327285,0.876174743
0.522194979,0.589937952,0.909218931,0.845368518
0.527083686,0.564766343,0.9072489,0.867440956
0.492267036,0.606161637,0.896569399,0.873341757
0.512969731,0.538379628,0.923574189,0.888459924
0.506996494,0.517310056,0.943161583,0.896952277
0.513122256,0.498077152,0.953793489,0.899567028
0.507889087,0.506388847,0.942278151,0.908092095
0.512410584,0.507035194,0.941343555,0.903456014
0.514158882,0.502394718,0.944453819,0.904194682
0.517500967,0.506955813,0.951148181,0.889563867
0.524483762,0.500403469,0.950678209,0.887965382
0.520285611,0.506003086,0.950194106,0.887993506
0.527186336,0.504615785,0.950343301,0.883089444
0.531056712,0.497145187,0.961805844,0.875278216
0.531476849,0.503851259,0.950359361,0.87807077
0.530305876,0.493386657,0.951396943,0.888476281
0.534759391,0.499019337,0.95934463,0.868886971
0.530823573,0.504240207,0.943403825,0.883710239
0.534089455,0.501914467,0.947773591,0.877737354
0.532736571,0.507342643,0.939268451,0.88166592
0.535562888,0.526093584,0.933814449,0.865178106
0.536884551,0.516832694,0.930918484,0.875137225
0.5324853,0.521653058,0.925858433,0.87957406
0.5323372,0.518149682,0.92657924,0.882064514
0.535511983,0.521433258,0.921959436,0.879089056
0.537539144,0.524690032,0.919974329,0.875746867
0.540794329,0.525104458,0.920080332,0.871677978
0.542511976,0.529933036,0.918677341,0.866391914
0.533588521,0.51885009,0.918620981,0.889513423
0.539565972,0.50485795,0.947508762,0.870605461
0.530803624,0.501635854,0.959309079,0.868442832
0.526043562,0.491052727,0.954009759,0.889030982
0.522748301,0.491832379,0.967574971,0.878118467
0.530961755,0.489414819,0.963701282,0.877588533
0.535485381,0.48004546,0.96023985,0.884579875
0.534395713,0.482008647,0.965005001,0.878653356
0.541993066,0.491041526,0.945590829,0.881775508
0.543659209,0.48055268,0.957009244,0.879265168
0.536773509,0.584635329,0.895717909,0.844390586
0.544517559,0.542533294,0.949083068,0.82850544
0.518999422,0.484889894,0.94718718,0.913658254
0.525819902,0.496820521,0.951643979,0.89020768
0.517473973,0.497915469,0.952718311,0.895287457
0.515739239,0.504263101,0.943862703,0.899016894
0.519644238,0.497617074,0.951652325,0.893268738
0.522985835,0.507890844,0.931241583,0.90031061
0.526244366,0.494344449,0.945554535,0.895411943
0.530219679,0.509157144,0.927872176,0.89377326
0.533523228,0.491619482,0.940534125,0.894577902
0.543076621,0.494193188,0.943271587,0.879457042
0.546181227,0.495894642,0.942752062,0.874591087
0.551115479,0.484543102,0.939869744,0.883647249
0.553343101,0.483451099,0.94929274,0.873245023
0.556145228,0.501504718,0.939939389,0.860816401
0.556270274,0.499020996,0.938397012,0.865627534
0.537009779,0.440195031,1.000734603,0.884894874
0.551443874,0.50902408,0.944821073,0.858192996
0.548629606,0.480664131,0.968847068,0.86470498
0.533343929,0.488481774,0.976064173,0.864423802
0.532185014,0.494414228,0.960186175,0.875491929
0.531390481,0.485715266,0.966470441,0.877824935
0.53400008,0.492791028,0.952917965,0.880426162
0.526123737,0.567057291,0.906820008,0.861030294
0.540749043,0.604102139,0.901071426,0.818754956
0.503195429,0.429334178,1.019540617,0.914675857
0.513662656,0.490648425,0.934953556,0.925760915
0.52425906,0.465539477,0.967231717,0.905272726
0.532250241,0.471865397,0.961808813,0.897425306
0.534257271,0.480870579,0.96015359,0.887190615
0.536664215,0.485384748,0.950651254,0.890979948
0.53514296,0.481512704,0.953968789,0.892807436
0.539325084,0.483149727,0.957206565,0.881646767
0.541332002,0.493864824,0.953050827,0.873218874
0.54027937,0.49022694,0.941122087,0.889538126
0.537830885,0.518989012,0.921603554,0.882911676
0.538825162,0.508935863,0.926607577,0.886734178
0.548827764,0.519865999,0.919535341,0.871545889
0.547042899,0.519309406,0.918982348,0.873564212
0.546245923,0.516637095,0.921148097,0.874112442
0.552097085,0.524521128,0.904820935,0.876203227
0.556668681,0.518681291,0.913552728,0.868780423
0.557481686,0.52715767,0.912391675,0.861750146
0.562660574,0.519596091,0.913189221,0.862398893
0.565299674,0.524635974,0.907930237,0.859743564
0.567781226,0.52584115,0.908563529,0.85553469
0.5648842,0.533459637,0.904732519,0.854048328
0.565239761,0.531026086,0.902153322,0.858571937
0.563687057,0.549414406,0.887950297,0.855882913
0.536280963,0.649949767,0.89205312,0.784854578
0.568777401,0.614407743,0.873718781,0.803139308
0.498315736,0.61967121,0.928621329,0.821309835
0.519278648,0.65431486,0.846655698,0.84864508
0.530349969,0.566338925,0.878230728,0.890272475
0.538271806,0.518750916,0.922969235,0.883357658
0.540697801,0.504661063,0.941560902,0.875979249
0.528551524,0.391960172,1.043000598,0.898170671
0.512013741,0.385118903,1.007151009,0.959330518
0.520131902,0.435316952,0.9650558,0.944326284
0.534651127,0.408922804,1.000827211,0.918771514
0.535864048,0.421969285,0.998241853,0.907685813
0.538885385,0.442280014,0.987965588,0.894557815
0.537236773,0.444436943,0.986953734,0.894920048
0.54123321,0.439275483,0.98779654,0.894747461
0.538954007,0.452154611,0.98352031,0.888215076
0.54494231,0.452150821,0.981561957,0.882849915
0.551212268,0.454071464,0.975338877,0.880625316
0.55047331,0.463828869,0.965315729,0.881374351
0.551398064,0.467048997,0.960377634,0.880262275
0.556347031,0.467813227,0.957139827,0.877652375
0.557605709,0.470152345,0.954343708,0.877619012
0.555560768,0.486053904,0.947021612,0.871079165
0.560876384,0.484288659,0.942028391,0.871111589
0.558458908,0.479724971,0.944052776,0.877418667
0.562104115,0.485414579,0.949866249,0.860221378
0.51611777,0.587712675,0.956260656,0.806450992
