1,2,3,4
0.397571387,0.342906653,0.337743286,0.346181839
0.393357159,0.344695459,0.338182976,0.347689818
0.342908896,0.366083984,0.361572077,0.344120345
0.341064656,0.375187276,0.359211606,0.343905552
0.334902941,0.362927037,0.353001065,0.361599318
0.337763173,0.361191662,0.341424643,0.374598453
0.336648199,0.339656285,0.370647881,0.34992189
0.337223333,0.333579449,0.365012346,0.359244605
